areaCode,areaName,areaType,date,cumDailyNsoDeathsByDeathDate
K02000001,United Kingdom,overview,2021-11-18,171701
K02000001,United Kingdom,overview,2021-11-17,171570
K02000001,United Kingdom,overview,2021-11-16,171443
K02000001,United Kingdom,overview,2021-11-15,171277
K02000001,United Kingdom,overview,2021-11-14,171106
K02000001,United Kingdom,overview,2021-11-13,170972
K02000001,United Kingdom,overview,2021-11-12,170820
K02000001,United Kingdom,overview,2021-11-11,170674
K02000001,United Kingdom,overview,2021-11-10,170516
K02000001,United Kingdom,overview,2021-11-09,170346
K02000001,United Kingdom,overview,2021-11-08,170189
K02000001,United Kingdom,overview,2021-11-07,170028
K02000001,United Kingdom,overview,2021-11-06,169867
K02000001,United Kingdom,overview,2021-11-05,169696
K02000001,United Kingdom,overview,2021-11-04,169530
K02000001,United Kingdom,overview,2021-11-03,169361
K02000001,United Kingdom,overview,2021-11-02,169177
K02000001,United Kingdom,overview,2021-11-01,169012
K02000001,United Kingdom,overview,2021-10-31,168820
K02000001,United Kingdom,overview,2021-10-30,168624
K02000001,United Kingdom,overview,2021-10-29,168459
K02000001,United Kingdom,overview,2021-10-28,168274
K02000001,United Kingdom,overview,2021-10-27,168075
K02000001,United Kingdom,overview,2021-10-26,167898
K02000001,United Kingdom,overview,2021-10-25,167719
K02000001,United Kingdom,overview,2021-10-24,167570
K02000001,United Kingdom,overview,2021-10-23,167403
K02000001,United Kingdom,overview,2021-10-22,167231
K02000001,United Kingdom,overview,2021-10-21,167080
K02000001,United Kingdom,overview,2021-10-20,166915
K02000001,United Kingdom,overview,2021-10-19,166761
K02000001,United Kingdom,overview,2021-10-18,166618
K02000001,United Kingdom,overview,2021-10-17,166479
K02000001,United Kingdom,overview,2021-10-16,166338
K02000001,United Kingdom,overview,2021-10-15,166186
K02000001,United Kingdom,overview,2021-10-14,166046
K02000001,United Kingdom,overview,2021-10-13,165885
K02000001,United Kingdom,overview,2021-10-12,165748
K02000001,United Kingdom,overview,2021-10-11,165612
K02000001,United Kingdom,overview,2021-10-10,165474
K02000001,United Kingdom,overview,2021-10-09,165359
K02000001,United Kingdom,overview,2021-10-08,165238
K02000001,United Kingdom,overview,2021-10-07,165116
K02000001,United Kingdom,overview,2021-10-06,164983
K02000001,United Kingdom,overview,2021-10-05,164869
K02000001,United Kingdom,overview,2021-10-04,164734
K02000001,United Kingdom,overview,2021-10-03,164621
K02000001,United Kingdom,overview,2021-10-02,164514
K02000001,United Kingdom,overview,2021-10-01,164396
K02000001,United Kingdom,overview,2021-09-30,164257
K02000001,United Kingdom,overview,2021-09-29,164128
K02000001,United Kingdom,overview,2021-09-28,163986
K02000001,United Kingdom,overview,2021-09-27,163865
K02000001,United Kingdom,overview,2021-09-26,163738
K02000001,United Kingdom,overview,2021-09-25,163627
K02000001,United Kingdom,overview,2021-09-24,163499
K02000001,United Kingdom,overview,2021-09-23,163358
K02000001,United Kingdom,overview,2021-09-22,163209
K02000001,United Kingdom,overview,2021-09-21,163050
K02000001,United Kingdom,overview,2021-09-20,162911
K02000001,United Kingdom,overview,2021-09-19,162752
K02000001,United Kingdom,overview,2021-09-18,162615
K02000001,United Kingdom,overview,2021-09-17,162478
K02000001,United Kingdom,overview,2021-09-16,162294
K02000001,United Kingdom,overview,2021-09-15,162132
K02000001,United Kingdom,overview,2021-09-14,161963
K02000001,United Kingdom,overview,2021-09-13,161793
K02000001,United Kingdom,overview,2021-09-12,161674
K02000001,United Kingdom,overview,2021-09-11,161533
K02000001,United Kingdom,overview,2021-09-10,161388
K02000001,United Kingdom,overview,2021-09-09,161238
K02000001,United Kingdom,overview,2021-09-08,161058
K02000001,United Kingdom,overview,2021-09-07,160915
K02000001,United Kingdom,overview,2021-09-06,160749
K02000001,United Kingdom,overview,2021-09-05,160592
K02000001,United Kingdom,overview,2021-09-04,160428
K02000001,United Kingdom,overview,2021-09-03,160282
K02000001,United Kingdom,overview,2021-09-02,160130
K02000001,United Kingdom,overview,2021-09-01,159993
K02000001,United Kingdom,overview,2021-08-31,159868
K02000001,United Kingdom,overview,2021-08-30,159740
K02000001,United Kingdom,overview,2021-08-29,159631
K02000001,United Kingdom,overview,2021-08-28,159492
K02000001,United Kingdom,overview,2021-08-27,159358
K02000001,United Kingdom,overview,2021-08-26,159219
K02000001,United Kingdom,overview,2021-08-25,159094
K02000001,United Kingdom,overview,2021-08-24,158986
K02000001,United Kingdom,overview,2021-08-23,158868
K02000001,United Kingdom,overview,2021-08-22,158748
K02000001,United Kingdom,overview,2021-08-21,158619
K02000001,United Kingdom,overview,2021-08-20,158501
K02000001,United Kingdom,overview,2021-08-19,158374
K02000001,United Kingdom,overview,2021-08-18,158259
K02000001,United Kingdom,overview,2021-08-17,158148
K02000001,United Kingdom,overview,2021-08-16,158046
K02000001,United Kingdom,overview,2021-08-15,157957
K02000001,United Kingdom,overview,2021-08-14,157866
K02000001,United Kingdom,overview,2021-08-13,157762
K02000001,United Kingdom,overview,2021-08-12,157664
K02000001,United Kingdom,overview,2021-08-11,157558
K02000001,United Kingdom,overview,2021-08-10,157469
K02000001,United Kingdom,overview,2021-08-09,157384
K02000001,United Kingdom,overview,2021-08-08,157300
K02000001,United Kingdom,overview,2021-08-07,157216
K02000001,United Kingdom,overview,2021-08-06,157110
K02000001,United Kingdom,overview,2021-08-05,157012
K02000001,United Kingdom,overview,2021-08-04,156911
K02000001,United Kingdom,overview,2021-08-03,156819
K02000001,United Kingdom,overview,2021-08-02,156739
K02000001,United Kingdom,overview,2021-08-01,156647
K02000001,United Kingdom,overview,2021-07-31,156550
K02000001,United Kingdom,overview,2021-07-30,156458
K02000001,United Kingdom,overview,2021-07-29,156353
K02000001,United Kingdom,overview,2021-07-28,156265
K02000001,United Kingdom,overview,2021-07-27,156181
K02000001,United Kingdom,overview,2021-07-26,156104
K02000001,United Kingdom,overview,2021-07-25,156025
K02000001,United Kingdom,overview,2021-07-24,155952
K02000001,United Kingdom,overview,2021-07-23,155883
K02000001,United Kingdom,overview,2021-07-22,155800
K02000001,United Kingdom,overview,2021-07-21,155714
K02000001,United Kingdom,overview,2021-07-20,155653
K02000001,United Kingdom,overview,2021-07-19,155585
K02000001,United Kingdom,overview,2021-07-18,155497
K02000001,United Kingdom,overview,2021-07-17,155424
K02000001,United Kingdom,overview,2021-07-16,155364
K02000001,United Kingdom,overview,2021-07-15,155309
K02000001,United Kingdom,overview,2021-07-14,155255
K02000001,United Kingdom,overview,2021-07-13,155208
K02000001,United Kingdom,overview,2021-07-12,155158
K02000001,United Kingdom,overview,2021-07-11,155115
K02000001,United Kingdom,overview,2021-07-10,155079
K02000001,United Kingdom,overview,2021-07-09,155034
K02000001,United Kingdom,overview,2021-07-08,154981
K02000001,United Kingdom,overview,2021-07-07,154939
K02000001,United Kingdom,overview,2021-07-06,154903
K02000001,United Kingdom,overview,2021-07-05,154868
K02000001,United Kingdom,overview,2021-07-04,154839
K02000001,United Kingdom,overview,2021-07-03,154809
K02000001,United Kingdom,overview,2021-07-02,154778
K02000001,United Kingdom,overview,2021-07-01,154746
K02000001,United Kingdom,overview,2021-06-30,154718
K02000001,United Kingdom,overview,2021-06-29,154692
K02000001,United Kingdom,overview,2021-06-28,154668
K02000001,United Kingdom,overview,2021-06-27,154650
K02000001,United Kingdom,overview,2021-06-26,154626
K02000001,United Kingdom,overview,2021-06-25,154609
K02000001,United Kingdom,overview,2021-06-24,154587
K02000001,United Kingdom,overview,2021-06-23,154558
K02000001,United Kingdom,overview,2021-06-22,154549
K02000001,United Kingdom,overview,2021-06-21,154531
K02000001,United Kingdom,overview,2021-06-20,154518
K02000001,United Kingdom,overview,2021-06-19,154496
K02000001,United Kingdom,overview,2021-06-18,154476
K02000001,United Kingdom,overview,2021-06-17,154458
K02000001,United Kingdom,overview,2021-06-16,154449
K02000001,United Kingdom,overview,2021-06-15,154433
K02000001,United Kingdom,overview,2021-06-14,154412
K02000001,United Kingdom,overview,2021-06-13,154399
K02000001,United Kingdom,overview,2021-06-12,154387
K02000001,United Kingdom,overview,2021-06-11,154375
K02000001,United Kingdom,overview,2021-06-10,154362
K02000001,United Kingdom,overview,2021-06-09,154346
K02000001,United Kingdom,overview,2021-06-08,154329
K02000001,United Kingdom,overview,2021-06-07,154314
K02000001,United Kingdom,overview,2021-06-06,154308
K02000001,United Kingdom,overview,2021-06-05,154295
K02000001,United Kingdom,overview,2021-06-04,154288
K02000001,United Kingdom,overview,2021-06-03,154274
K02000001,United Kingdom,overview,2021-06-02,154258
K02000001,United Kingdom,overview,2021-06-01,154246
K02000001,United Kingdom,overview,2021-05-31,154236
K02000001,United Kingdom,overview,2021-05-30,154225
K02000001,United Kingdom,overview,2021-05-29,154216
K02000001,United Kingdom,overview,2021-05-28,154204
K02000001,United Kingdom,overview,2021-05-27,154190
K02000001,United Kingdom,overview,2021-05-26,154182
K02000001,United Kingdom,overview,2021-05-25,154168
K02000001,United Kingdom,overview,2021-05-24,154157
K02000001,United Kingdom,overview,2021-05-23,154141
K02000001,United Kingdom,overview,2021-05-22,154125
K02000001,United Kingdom,overview,2021-05-21,154121
K02000001,United Kingdom,overview,2021-05-20,154103
K02000001,United Kingdom,overview,2021-05-19,154096
K02000001,United Kingdom,overview,2021-05-18,154092
K02000001,United Kingdom,overview,2021-05-17,154081
K02000001,United Kingdom,overview,2021-05-16,154068
K02000001,United Kingdom,overview,2021-05-15,154054
K02000001,United Kingdom,overview,2021-05-14,154039
K02000001,United Kingdom,overview,2021-05-13,154025
K02000001,United Kingdom,overview,2021-05-12,154010
K02000001,United Kingdom,overview,2021-05-11,153995
K02000001,United Kingdom,overview,2021-05-10,153974
K02000001,United Kingdom,overview,2021-05-09,153966
K02000001,United Kingdom,overview,2021-05-08,153955
K02000001,United Kingdom,overview,2021-05-07,153935
K02000001,United Kingdom,overview,2021-05-06,153917
K02000001,United Kingdom,overview,2021-05-05,153900
K02000001,United Kingdom,overview,2021-05-04,153878
K02000001,United Kingdom,overview,2021-05-03,153863
K02000001,United Kingdom,overview,2021-05-02,153846
K02000001,United Kingdom,overview,2021-05-01,153827
K02000001,United Kingdom,overview,2021-04-30,153811
K02000001,United Kingdom,overview,2021-04-29,153795
K02000001,United Kingdom,overview,2021-04-28,153778
K02000001,United Kingdom,overview,2021-04-27,153757
K02000001,United Kingdom,overview,2021-04-26,153732
K02000001,United Kingdom,overview,2021-04-25,153711
K02000001,United Kingdom,overview,2021-04-24,153684
K02000001,United Kingdom,overview,2021-04-23,153660
K02000001,United Kingdom,overview,2021-04-22,153631
K02000001,United Kingdom,overview,2021-04-21,153598
K02000001,United Kingdom,overview,2021-04-20,153562
K02000001,United Kingdom,overview,2021-04-19,153527
K02000001,United Kingdom,overview,2021-04-18,153504
K02000001,United Kingdom,overview,2021-04-17,153473
K02000001,United Kingdom,overview,2021-04-16,153430
K02000001,United Kingdom,overview,2021-04-15,153398
K02000001,United Kingdom,overview,2021-04-14,153355
K02000001,United Kingdom,overview,2021-04-13,153320
K02000001,United Kingdom,overview,2021-04-12,153273
K02000001,United Kingdom,overview,2021-04-11,153235
K02000001,United Kingdom,overview,2021-04-10,153194
K02000001,United Kingdom,overview,2021-04-09,153151
K02000001,United Kingdom,overview,2021-04-08,153113
K02000001,United Kingdom,overview,2021-04-07,153051
K02000001,United Kingdom,overview,2021-04-06,153005
K02000001,United Kingdom,overview,2021-04-05,152960
K02000001,United Kingdom,overview,2021-04-04,152915
K02000001,United Kingdom,overview,2021-04-03,152862
K02000001,United Kingdom,overview,2021-04-02,152820
K02000001,United Kingdom,overview,2021-04-01,152770
K02000001,United Kingdom,overview,2021-03-31,152707
K02000001,United Kingdom,overview,2021-03-30,152633
K02000001,United Kingdom,overview,2021-03-29,152577
K02000001,United Kingdom,overview,2021-03-28,152506
K02000001,United Kingdom,overview,2021-03-27,152456
K02000001,United Kingdom,overview,2021-03-26,152391
K02000001,United Kingdom,overview,2021-03-25,152316
K02000001,United Kingdom,overview,2021-03-24,152237
K02000001,United Kingdom,overview,2021-03-23,152167
K02000001,United Kingdom,overview,2021-03-22,152072
K02000001,United Kingdom,overview,2021-03-21,151964
K02000001,United Kingdom,overview,2021-03-20,151837
K02000001,United Kingdom,overview,2021-03-19,151736
K02000001,United Kingdom,overview,2021-03-18,151632
K02000001,United Kingdom,overview,2021-03-17,151532
K02000001,United Kingdom,overview,2021-03-16,151405
K02000001,United Kingdom,overview,2021-03-15,151291
K02000001,United Kingdom,overview,2021-03-14,151152
K02000001,United Kingdom,overview,2021-03-13,151014
K02000001,United Kingdom,overview,2021-03-12,150879
K02000001,United Kingdom,overview,2021-03-11,150744
K02000001,United Kingdom,overview,2021-03-10,150571
K02000001,United Kingdom,overview,2021-03-09,150408
K02000001,United Kingdom,overview,2021-03-08,150223
K02000001,United Kingdom,overview,2021-03-07,150026
K02000001,United Kingdom,overview,2021-03-06,149829
K02000001,United Kingdom,overview,2021-03-05,149619
K02000001,United Kingdom,overview,2021-03-04,149397
K02000001,United Kingdom,overview,2021-03-03,149163
K02000001,United Kingdom,overview,2021-03-02,148945
K02000001,United Kingdom,overview,2021-03-01,148701
K02000001,United Kingdom,overview,2021-02-28,148404
K02000001,United Kingdom,overview,2021-02-27,148123
K02000001,United Kingdom,overview,2021-02-26,147815
K02000001,United Kingdom,overview,2021-02-25,147511
K02000001,United Kingdom,overview,2021-02-24,147156
K02000001,United Kingdom,overview,2021-02-23,146789
K02000001,United Kingdom,overview,2021-02-22,146408
K02000001,United Kingdom,overview,2021-02-21,146029
K02000001,United Kingdom,overview,2021-02-20,145618
K02000001,United Kingdom,overview,2021-02-19,145166
K02000001,United Kingdom,overview,2021-02-18,144697
K02000001,United Kingdom,overview,2021-02-17,144176
K02000001,United Kingdom,overview,2021-02-16,143670
K02000001,United Kingdom,overview,2021-02-15,143102
K02000001,United Kingdom,overview,2021-02-14,142487
K02000001,United Kingdom,overview,2021-02-13,141882
K02000001,United Kingdom,overview,2021-02-12,141296
K02000001,United Kingdom,overview,2021-02-11,140660
K02000001,United Kingdom,overview,2021-02-10,139984
K02000001,United Kingdom,overview,2021-02-09,139272
K02000001,United Kingdom,overview,2021-02-08,138549
K02000001,United Kingdom,overview,2021-02-07,137768
K02000001,United Kingdom,overview,2021-02-06,137015
K02000001,United Kingdom,overview,2021-02-05,136228
K02000001,United Kingdom,overview,2021-02-04,135354
K02000001,United Kingdom,overview,2021-02-03,134528
K02000001,United Kingdom,overview,2021-02-02,133552
K02000001,United Kingdom,overview,2021-02-01,132589
K02000001,United Kingdom,overview,2021-01-31,131582
K02000001,United Kingdom,overview,2021-01-30,130587
K02000001,United Kingdom,overview,2021-01-29,129561
K02000001,United Kingdom,overview,2021-01-28,128401
K02000001,United Kingdom,overview,2021-01-27,127177
K02000001,United Kingdom,overview,2021-01-26,125945
K02000001,United Kingdom,overview,2021-01-25,124772
K02000001,United Kingdom,overview,2021-01-24,123509
K02000001,United Kingdom,overview,2021-01-23,122270
K02000001,United Kingdom,overview,2021-01-22,120982
K02000001,United Kingdom,overview,2021-01-21,119647
K02000001,United Kingdom,overview,2021-01-20,118297
K02000001,United Kingdom,overview,2021-01-19,116914
K02000001,United Kingdom,overview,2021-01-18,115424
K02000001,United Kingdom,overview,2021-01-17,114023
K02000001,United Kingdom,overview,2021-01-16,112662
K02000001,United Kingdom,overview,2021-01-15,111243
K02000001,United Kingdom,overview,2021-01-14,109919
K02000001,United Kingdom,overview,2021-01-13,108578
K02000001,United Kingdom,overview,2021-01-12,107269
K02000001,United Kingdom,overview,2021-01-11,105949
K02000001,United Kingdom,overview,2021-01-10,104705
K02000001,United Kingdom,overview,2021-01-09,103532
K02000001,United Kingdom,overview,2021-01-08,102438
K02000001,United Kingdom,overview,2021-01-07,101386
K02000001,United Kingdom,overview,2021-01-06,100330
K02000001,United Kingdom,overview,2021-01-05,99316
K02000001,United Kingdom,overview,2021-01-04,98343
K02000001,United Kingdom,overview,2021-01-03,97447
K02000001,United Kingdom,overview,2021-01-02,96640
K02000001,United Kingdom,overview,2021-01-01,95807
K02000001,United Kingdom,overview,2020-12-31,94998
K02000001,United Kingdom,overview,2020-12-30,94174
K02000001,United Kingdom,overview,2020-12-29,93414
K02000001,United Kingdom,overview,2020-12-28,92701
K02000001,United Kingdom,overview,2020-12-27,91978
K02000001,United Kingdom,overview,2020-12-26,91260
K02000001,United Kingdom,overview,2020-12-25,90568
K02000001,United Kingdom,overview,2020-12-24,89913
K02000001,United Kingdom,overview,2020-12-23,89297
K02000001,United Kingdom,overview,2020-12-22,88668
K02000001,United Kingdom,overview,2020-12-21,88039
K02000001,United Kingdom,overview,2020-12-20,87437
K02000001,United Kingdom,overview,2020-12-19,86886
K02000001,United Kingdom,overview,2020-12-18,86338
K02000001,United Kingdom,overview,2020-12-17,85752
K02000001,United Kingdom,overview,2020-12-16,85185
K02000001,United Kingdom,overview,2020-12-15,84701
K02000001,United Kingdom,overview,2020-12-14,84194
K02000001,United Kingdom,overview,2020-12-13,83688
K02000001,United Kingdom,overview,2020-12-12,83208
K02000001,United Kingdom,overview,2020-12-11,82720
K02000001,United Kingdom,overview,2020-12-10,82229
K02000001,United Kingdom,overview,2020-12-09,81733
K02000001,United Kingdom,overview,2020-12-08,81285
K02000001,United Kingdom,overview,2020-12-07,80813
K02000001,United Kingdom,overview,2020-12-06,80347
K02000001,United Kingdom,overview,2020-12-05,79911
K02000001,United Kingdom,overview,2020-12-04,79504
K02000001,United Kingdom,overview,2020-12-03,79005
K02000001,United Kingdom,overview,2020-12-02,78501
K02000001,United Kingdom,overview,2020-12-01,78087
K02000001,United Kingdom,overview,2020-11-30,77662
K02000001,United Kingdom,overview,2020-11-29,77197
K02000001,United Kingdom,overview,2020-11-28,76696
K02000001,United Kingdom,overview,2020-11-27,76210
K02000001,United Kingdom,overview,2020-11-26,75750
K02000001,United Kingdom,overview,2020-11-25,75289
K02000001,United Kingdom,overview,2020-11-24,74790
K02000001,United Kingdom,overview,2020-11-23,74294
K02000001,United Kingdom,overview,2020-11-22,73786
K02000001,United Kingdom,overview,2020-11-21,73274
K02000001,United Kingdom,overview,2020-11-20,72776
K02000001,United Kingdom,overview,2020-11-19,72291
K02000001,United Kingdom,overview,2020-11-18,71806
K02000001,United Kingdom,overview,2020-11-17,71292
K02000001,United Kingdom,overview,2020-11-16,70826
K02000001,United Kingdom,overview,2020-11-15,70395
K02000001,United Kingdom,overview,2020-11-14,69938
K02000001,United Kingdom,overview,2020-11-13,69479
K02000001,United Kingdom,overview,2020-11-12,69029
K02000001,United Kingdom,overview,2020-11-11,68599
K02000001,United Kingdom,overview,2020-11-10,68190
K02000001,United Kingdom,overview,2020-11-09,67780
K02000001,United Kingdom,overview,2020-11-08,67287
K02000001,United Kingdom,overview,2020-11-07,66854
K02000001,United Kingdom,overview,2020-11-06,66437
K02000001,United Kingdom,overview,2020-11-05,66020
K02000001,United Kingdom,overview,2020-11-04,65632
K02000001,United Kingdom,overview,2020-11-03,65292
K02000001,United Kingdom,overview,2020-11-02,64915
K02000001,United Kingdom,overview,2020-11-01,64577
K02000001,United Kingdom,overview,2020-10-31,64218
K02000001,United Kingdom,overview,2020-10-30,63878
K02000001,United Kingdom,overview,2020-10-29,63526
K02000001,United Kingdom,overview,2020-10-28,63206
K02000001,United Kingdom,overview,2020-10-27,62925
K02000001,United Kingdom,overview,2020-10-26,62640
K02000001,United Kingdom,overview,2020-10-25,62358
K02000001,United Kingdom,overview,2020-10-24,62103
K02000001,United Kingdom,overview,2020-10-23,61884
K02000001,United Kingdom,overview,2020-10-22,61659
K02000001,United Kingdom,overview,2020-10-21,61417
K02000001,United Kingdom,overview,2020-10-20,61185
K02000001,United Kingdom,overview,2020-10-19,60975
K02000001,United Kingdom,overview,2020-10-18,60782
K02000001,United Kingdom,overview,2020-10-17,60615
K02000001,United Kingdom,overview,2020-10-16,60429
K02000001,United Kingdom,overview,2020-10-15,60267
K02000001,United Kingdom,overview,2020-10-14,60115
K02000001,United Kingdom,overview,2020-10-13,59992
K02000001,United Kingdom,overview,2020-10-12,59873
K02000001,United Kingdom,overview,2020-10-11,59753
K02000001,United Kingdom,overview,2020-10-10,59625
K02000001,United Kingdom,overview,2020-10-09,59518
K02000001,United Kingdom,overview,2020-10-08,59422
K02000001,United Kingdom,overview,2020-10-07,59325
K02000001,United Kingdom,overview,2020-10-06,59215
K02000001,United Kingdom,overview,2020-10-05,59131
K02000001,United Kingdom,overview,2020-10-04,59063
K02000001,United Kingdom,overview,2020-10-03,59000
K02000001,United Kingdom,overview,2020-10-02,58930
K02000001,United Kingdom,overview,2020-10-01,58856
K02000001,United Kingdom,overview,2020-09-30,58785
K02000001,United Kingdom,overview,2020-09-29,58724
K02000001,United Kingdom,overview,2020-09-28,58676
K02000001,United Kingdom,overview,2020-09-27,58621
K02000001,United Kingdom,overview,2020-09-26,58565
K02000001,United Kingdom,overview,2020-09-25,58518
K02000001,United Kingdom,overview,2020-09-24,58478
K02000001,United Kingdom,overview,2020-09-23,58444
K02000001,United Kingdom,overview,2020-09-22,58386
K02000001,United Kingdom,overview,2020-09-21,58347
K02000001,United Kingdom,overview,2020-09-20,58317
K02000001,United Kingdom,overview,2020-09-19,58277
K02000001,United Kingdom,overview,2020-09-18,58252
K02000001,United Kingdom,overview,2020-09-17,58222
K02000001,United Kingdom,overview,2020-09-16,58184
K02000001,United Kingdom,overview,2020-09-15,58153
K02000001,United Kingdom,overview,2020-09-14,58127
K02000001,United Kingdom,overview,2020-09-13,58106
K02000001,United Kingdom,overview,2020-09-12,58086
K02000001,United Kingdom,overview,2020-09-11,58063
K02000001,United Kingdom,overview,2020-09-10,58043
K02000001,United Kingdom,overview,2020-09-09,58027
K02000001,United Kingdom,overview,2020-09-08,58013
K02000001,United Kingdom,overview,2020-09-07,57997
K02000001,United Kingdom,overview,2020-09-06,57973
K02000001,United Kingdom,overview,2020-09-05,57960
K02000001,United Kingdom,overview,2020-09-04,57946
K02000001,United Kingdom,overview,2020-09-03,57931
K02000001,United Kingdom,overview,2020-09-02,57922
K02000001,United Kingdom,overview,2020-09-01,57907
K02000001,United Kingdom,overview,2020-08-31,57896
K02000001,United Kingdom,overview,2020-08-30,57878
K02000001,United Kingdom,overview,2020-08-29,57867
K02000001,United Kingdom,overview,2020-08-28,57859
K02000001,United Kingdom,overview,2020-08-27,57847
K02000001,United Kingdom,overview,2020-08-26,57835
K02000001,United Kingdom,overview,2020-08-25,57819
K02000001,United Kingdom,overview,2020-08-24,57797
K02000001,United Kingdom,overview,2020-08-23,57787
K02000001,United Kingdom,overview,2020-08-22,57770
K02000001,United Kingdom,overview,2020-08-21,57758
K02000001,United Kingdom,overview,2020-08-20,57748
K02000001,United Kingdom,overview,2020-08-19,57732
K02000001,United Kingdom,overview,2020-08-18,57719
K02000001,United Kingdom,overview,2020-08-17,57704
K02000001,United Kingdom,overview,2020-08-16,57683
K02000001,United Kingdom,overview,2020-08-15,57668
K02000001,United Kingdom,overview,2020-08-14,57645
K02000001,United Kingdom,overview,2020-08-13,57627
K02000001,United Kingdom,overview,2020-08-12,57604
K02000001,United Kingdom,overview,2020-08-11,57580
K02000001,United Kingdom,overview,2020-08-10,57560
K02000001,United Kingdom,overview,2020-08-09,57535
K02000001,United Kingdom,overview,2020-08-08,57516
K02000001,United Kingdom,overview,2020-08-07,57494
K02000001,United Kingdom,overview,2020-08-06,57470
K02000001,United Kingdom,overview,2020-08-05,57449
K02000001,United Kingdom,overview,2020-08-04,57436
K02000001,United Kingdom,overview,2020-08-03,57409
K02000001,United Kingdom,overview,2020-08-02,57386
K02000001,United Kingdom,overview,2020-08-01,57369
K02000001,United Kingdom,overview,2020-07-31,57349
K02000001,United Kingdom,overview,2020-07-30,57318
K02000001,United Kingdom,overview,2020-07-29,57301
K02000001,United Kingdom,overview,2020-07-28,57273
K02000001,United Kingdom,overview,2020-07-27,57247
K02000001,United Kingdom,overview,2020-07-26,57229
K02000001,United Kingdom,overview,2020-07-25,57197
K02000001,United Kingdom,overview,2020-07-24,57174
K02000001,United Kingdom,overview,2020-07-23,57155
K02000001,United Kingdom,overview,2020-07-22,57119
K02000001,United Kingdom,overview,2020-07-21,57085
K02000001,United Kingdom,overview,2020-07-20,57054
K02000001,United Kingdom,overview,2020-07-19,57023
K02000001,United Kingdom,overview,2020-07-18,56999
K02000001,United Kingdom,overview,2020-07-17,56968
K02000001,United Kingdom,overview,2020-07-16,56934
K02000001,United Kingdom,overview,2020-07-15,56913
K02000001,United Kingdom,overview,2020-07-14,56872
K02000001,United Kingdom,overview,2020-07-13,56830
K02000001,United Kingdom,overview,2020-07-12,56785
K02000001,United Kingdom,overview,2020-07-11,56753
K02000001,United Kingdom,overview,2020-07-10,56715
K02000001,United Kingdom,overview,2020-07-09,56671
K02000001,United Kingdom,overview,2020-07-08,56610
K02000001,United Kingdom,overview,2020-07-07,56563
K02000001,United Kingdom,overview,2020-07-06,56520
K02000001,United Kingdom,overview,2020-07-05,56466
K02000001,United Kingdom,overview,2020-07-04,56414
K02000001,United Kingdom,overview,2020-07-03,56362
K02000001,United Kingdom,overview,2020-07-02,56314
K02000001,United Kingdom,overview,2020-07-01,56253
K02000001,United Kingdom,overview,2020-06-30,56199
K02000001,United Kingdom,overview,2020-06-29,56118
K02000001,United Kingdom,overview,2020-06-28,56049
K02000001,United Kingdom,overview,2020-06-27,55978
K02000001,United Kingdom,overview,2020-06-26,55905
K02000001,United Kingdom,overview,2020-06-25,55826
K02000001,United Kingdom,overview,2020-06-24,55718
K02000001,United Kingdom,overview,2020-06-23,55617
K02000001,United Kingdom,overview,2020-06-22,55520
K02000001,United Kingdom,overview,2020-06-21,55437
K02000001,United Kingdom,overview,2020-06-20,55357
K02000001,United Kingdom,overview,2020-06-19,55270
K02000001,United Kingdom,overview,2020-06-18,55182
K02000001,United Kingdom,overview,2020-06-17,55092
K02000001,United Kingdom,overview,2020-06-16,54987
K02000001,United Kingdom,overview,2020-06-15,54867
K02000001,United Kingdom,overview,2020-06-14,54760
K02000001,United Kingdom,overview,2020-06-13,54624
K02000001,United Kingdom,overview,2020-06-12,54523
K02000001,United Kingdom,overview,2020-06-11,54388
K02000001,United Kingdom,overview,2020-06-10,54267
K02000001,United Kingdom,overview,2020-06-09,54101
K02000001,United Kingdom,overview,2020-06-08,53964
K02000001,United Kingdom,overview,2020-06-07,53803
K02000001,United Kingdom,overview,2020-06-06,53640
K02000001,United Kingdom,overview,2020-06-05,53489
K02000001,United Kingdom,overview,2020-06-04,53305
K02000001,United Kingdom,overview,2020-06-03,53122
K02000001,United Kingdom,overview,2020-06-02,52919
K02000001,United Kingdom,overview,2020-06-01,52686
K02000001,United Kingdom,overview,2020-05-31,52487
K02000001,United Kingdom,overview,2020-05-30,52292
K02000001,United Kingdom,overview,2020-05-29,52073
K02000001,United Kingdom,overview,2020-05-28,51819
K02000001,United Kingdom,overview,2020-05-27,51531
K02000001,United Kingdom,overview,2020-05-26,51249
K02000001,United Kingdom,overview,2020-05-25,50949
K02000001,United Kingdom,overview,2020-05-24,50670
K02000001,United Kingdom,overview,2020-05-23,50389
K02000001,United Kingdom,overview,2020-05-22,50105
K02000001,United Kingdom,overview,2020-05-21,49805
K02000001,United Kingdom,overview,2020-05-20,49463
K02000001,United Kingdom,overview,2020-05-19,49110
K02000001,United Kingdom,overview,2020-05-18,48738
K02000001,United Kingdom,overview,2020-05-17,48331
K02000001,United Kingdom,overview,2020-05-16,47954
K02000001,United Kingdom,overview,2020-05-15,47535
K02000001,United Kingdom,overview,2020-05-14,47114
K02000001,United Kingdom,overview,2020-05-13,46649
K02000001,United Kingdom,overview,2020-05-12,46195
K02000001,United Kingdom,overview,2020-05-11,45754
K02000001,United Kingdom,overview,2020-05-10,45326
